kamala_articles_open_coding
Title,Description,URL,Open coding round 1,Open coding round 2,Open coding round 3
Trump and Harris offer split-screen closing messages in dueling Milwaukee rallies,"Donald Trump and Kamala Harris' differing styles of were on full display during dueling rallies Friday night in Milwaukee, the largest city in one of the nation’s most important swing states.",https://www.nbcnews.com/politics/2024-election/trump-harris-offer-split-screen-closing-messages-dueling-milwaukee-ral-rcna178487,Candidates’ stances,,
Biden urges Americans to 'accept the choice the country made' in electing Trump,"WASHINGTON — President Joe Biden, addressing the nation after Donald Trump’s decisive victory over Vice President Kamala Harris, urged Americans on Thursday to “accept the choice the country made” while encouraging his supporters to “get back up.”",https://www.nbcnews.com/politics/2024-election/biden-urges-americans-accept-choice-country-made-white-house-address-t-rcna179126,2024 election results,,
What the Justice Department could look like under a Kamala Harris presidency,Kamala Harris’s team is quietly considering potential nominees for attorney general to lead the Justice Department if she beats Donald Trump in the 2024 election.,https://www.nbcnews.com/politics/2024-election/justice-department-attorney-general-nominee-kamala-harris-president-rcna176171,Cabinet,,
There’s one thing Harris and Trump have agreed on. The reason why is wildly depressing.,Former President Donald Trump and Vice President Kamala Harris differ on everything from tariffs to abortion.,https://www.msnbc.com/opinion/msnbc-opinion/trump-harris-crypto-bitcoin-voters-rcna178213,Candidates’ stances,,
"Harris to campaign with Obama, Springsteen; Trump heads to the West",Vice President Kamala Harris will be campaigning for the election in Georgia with former President Barack Obama and Bruce Springsteen.,https://www.cbsnews.com/live-updates/election-2024-harris-town-hall-trump-john-kelly/,Endorsement - K,,
"Comparing Trump and Harris' views on LGBTQ rights, marriage equality",Former President Donald Trump and Vice President Kamala Harris have starkly different messages and backgrounds on LGBTQ issues.,https://www.cbsnews.com/news/trump-harris-lgbtq-rights-2024/,Candidates' stances,,
Trump cuts short his town hall Q&A in favor of songs from rally playlist,"Vice President Kamala Harris' campaign seized on the moment with a social media post saying the former president looked ""confused.""",https://www.cbsnews.com/news/trump-town-hall-interrupted-playlist-pennsylvania/,Kamala campaign,,
Harris has cash edge over Trump in latest fundraising numbers,Vice President Kamala Harris' campaign raised more than three times as much money as former President Donald Trump in September.,https://www.cbsnews.com/news/harris-trump-campaigns-fundraising-fec-september/,Kamala campaign,,
"Washington Post won't endorse presidential candidate, sparking outrage","The Washington Post on Friday said it will not endorse Kamala Harris, Donald Trump or any other candidate this year.",https://www.cbsnews.com/news/washington-post-endorsement-jeff-bezos-kamala-harris-trump-latimes/,General news,,
How Trump and Harris' stances and policy plans on marijuana legalization compare,Both Vice President Kamala Harris and former President Donald Trump have offered their views on legalizing weed.,https://www.cbsnews.com/news/trump-harris-stances-marijuana-2024/,Candidates' stances,,
Kamala Harris' star-studded endorsements clearly have Donald Trump bothered,Ari Melber explains the cultural and political impact of Beyoncé personally campaigning for Harris in an effort to defeat Trump,https://www.msnbc.com/top-stories/latest/beyonce-harris-rally-texas-endorsement-trump-houston-rcna177281,Endorsement - K,,
Kamala Harris’ campaign didn’t ignore working class voters,There are a couple of problems with Bernie Sanders’ argument that Democrats have abandoned the working class. The most obvious and glaring is that it simply isn’t true.,https://www.msnbc.com/opinion/msnbc-opinion/biden-harris-working-class-vote-trump-election-rcna179186,Kamala campaign,,
"Trump, Harris go on campaign blitz in battleground states","Vice President Kamala Harris held events in Michigan and Georgia Saturday, while former President Donald Trump campaigned in Pennsylvania.",https://www.cbsnews.com/news/trump-harris-campaign-blitz-battleground-states-race-enters-final-stretch/,Candidates' stances,,
Kamala Harris just did what Donald Trump never could,The vice president revived the 220-year-old tradition of peaceful transfer of power that Donald Trump broke in 2020.,https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-concession-speech-peaceful-transfer-power-rcna179027,2024 election results,,
The harsh truth for Democrats after Trump’s victory,"2024 election results: Trump wins, defeating Kamala Harris and demonstrating a widespread discontent with the progressive left.",https://www.msnbc.com/opinion/msnbc-opinion/trump-wins-election-results-2024-progressive-democrats-rcna178206,2024 election results,,
Benjamin Netanyahu won the U.S. presidential election,There is an assumption that Donald Trump will be more patient with Benjamin Netanyahu than Kamala Harris would have been.,https://www.msnbc.com/opinion/msnbc-opinion/netanyahu-trump-election-win-israel-gaza-rcna178956,2024 election results,,
Harris says violent crime is down. Trump says it's up. Here's a fact check.,"Donald Trump and Kamala Harris both point to different crime data sources, but experts say Harris' claim is closer to reality.",https://www.cbsnews.com/news/violent-crime-rate-trump-harris-fact-check/,Candidates' stances,,
Beyoncé to appear at Harris rally Friday night in Houston,"A number of Texas-based stars are expected at Vice President Kamala Harris' Friday's rally, including country singer Wilie Nelson and Beyoncé's mother Tina Knowles.",https://www.cbsnews.com/news/beyonce-kamala-harris-houston-texas-rally/,Endorsement - K,,
Harris warns Iran not to respond to Israel's counterstrike,"In an interview with CBS News, Vice President Kamala Harris said ""it would be a mistake"" for Iran to respond to Israel's counterstrike.",https://www.cbsnews.com/news/kamala-harris-warns-iran-not-to-respond-to-israel-counterstrike/,VP role,,
Biden to cast early vote in Delaware with Election Day over a week away,President Biden is casting his ballot months after opting to abandon his reelection bid and endorsing Vice President Kamala Harris for the Democratic nomination.,https://www.cbsnews.com/news/joe-biden-early-vote-delaware-presidential-election-2024/,Endorsement - K,,
Here's how much Tim Walz is worth. It's less than you might think.,"Tim Walz, Kamala Harris' vice presidential running mate, earns six figures as governor of Minnesota. But his overall wealth is far more modest.",https://www.cbsnews.com/news/tim-walz-net-worth-2024/,Cabinet,,
At stake on Election Day: The reality of the presidency,CBS News' John Dickerson on the knowns and unknowns that either Kamala Harris or Donald Trump will face in leading our country into an uncertain future.,https://www.cbsnews.com/news/john-dickerson-on-presidential-elections-and-what-is-at-stake/,2024 election prediction - close,,
Revisit the 2020 election results map ahead of the 2024 vote,"Donald Trump is hoping to win back states that he captured in 2016, while Kamala Harris is hoping to hold the states President Biden won in 2020.",https://www.cbsnews.com/news/revisit-2020-election-results-maps/,2024 election live updates - close,,
Nevada live election results for the 2024 presidential race,"Nevada is a key battleground state in the 2024 presidential election between Donald Trump and Kamala Harris, with 6 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/nevada-election-results-2024/,2024 election live updates - T,,
Arizona live election results for the 2024 presidential race,"Arizona is a key battleground state in the 2024 presidential election between Kamala Harris and Donald Trump, with 11 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/arizona-election-results-2024/,2024 election live updates - T,,
"Harris leading Trump among women, exit poll shows","Vice President Kamala Harris is leading former President Donald Trump among women nationally, a new CBS News exit poll shows. John Dickerson breaks down the numbers.",https://www.cbsnews.com/video/harris-leading-trump-among-women-exit-poll-shows/,Kamala campaign,,
Abortion rights support didn't always translate into Harris support —exit poll analysis,"Americans voted to protect abortion access in seven states, but support for those measures outpaced support for Kamala Harris, who made abortion rights central to her campaign.",https://www.cbsnews.com/news/abortion-rights-exit-poll-kamala-harris-2024/,Kamala campaign,,
"238 doctors, health care providers call on Trump to release medical records",The letter comes as Vice President Kamala Harris is criticizing former President Donald Trump for a lack of transparency about his health.,https://www.cbsnews.com/news/trump-health-records-doctors-for-harris/,Trump campaign,,
"Harris campaigns in Michigan, works to shore up support with Black men","Vice President Kamala Harris on Tuesday was campaigning in the battleground state of Michigan, where she was looking to boost support among Black men. Ed O'Keefe has more.",https://www.cbsnews.com/video/harris-campaigns-in-michigan-works-to-shore-up-support-with-black-men/,Kamala campaign,,
"Harris, Cheney paint Trump as threat to democracy in Pa. campaign event","Vice President Kamala Harris and former Republican Congressperson Liz Cheney launched a three-state campaign tour in Chester County, Pennsylvania, on Monday.",https://www.cbsnews.com/philadelphia/news/kamala-harris-chester-county-pennsylvania-liz-cheney/,Kamala campaign,,
Harris and Trump to hold town halls with Election Day 13 days away,Vice President Kamala Harris is holding a CNN town hall and former President Donald Trump is on the campaign trail in Georgia.,https://www.cbsnews.com/live-updates/election-2024-early-voting-campaign-coverage/,Candidates' stances,,
Beyoncé endorses Harris for president at Houston rally,"Beyoncé, Kelly Rowland, Willie Nelson and Jessica Alba are the latest big-name celebrities to join Vice President Kamala Harris on the campaign trail.",https://www.cbsnews.com/news/beyonce-willie-nelson-houston-rally-kamala-harris-reproductive-rights/,Endorsement - K,,
"""Progress 2028"" may look like Democrats' ""Project 2025,"" but it's not","A conservative nonprofit has launched a campaign to attribute policies to Vice President Kamala Harris through a deceptive website and platform called ""Progress 2028.""",https://www.cbsnews.com/news/progress-2028-not-kamala-harris-project-2025/,Kamala campaign,,
How Harris and Trump's stances on Medicare compare,The future of Medicare continues to come up in the closing arguments from both Kamala Harris and Donald Trump ahead of Election Day 2024.,https://www.cbsnews.com/news/trump-harris-medicare-2024/,Candidates' stances,,
All the battleground states to watch during the 2024 election,"Seven battleground states, which which could swing to either the Democrats or Republicans, hold the keys to the 2024 election between Donald Trump and Kamala Harris.",https://www.cbsnews.com/news/battleground-states-2024-election/,2024 election prediction - close,,
"Live updates as Trump, Harris blitz battleground states on final day of campaign",The presidential race between Vice President Kamala Harris and former President Donald Trump is down to its final hours before Election Day 2024.,https://www.cbsnews.com/live-updates/election-2024-campaign-final-day/,2024 election live updates - close,,
How voters perceive inflation could decide the election. Here's why.,"With a tight race between Kamala Harris and Donald Trump, the U.S. election could hinge on how voters choose to look at inflation. Here's why.",https://www.cbsnews.com/news/presidential-election-harris-trump-inflation-could-decide-outcome/,Candidates' stances,,
"Migrants anxiously monitor U.S. election, fearing Trump win","While Vice President Kamala Harris has promised to keep current limits on asylum, former President Donald Trump has vowed to seal the southern border altogether.",https://www.cbsnews.com/news/migrants-anxiously-monitor-u-election-fearing-trump-win/,Candidates' stances,,
"Oct 30: CBS News 24/7, 1pm ET","Vice President Kamala Harris delivers remarks in Raleigh, North Carolina; U.S. responds to Israel issuing evacuation for southern area of Lebanon.",https://www.cbsnews.com/video/103024-cbs-news-247-episode-2/,Kamala campaign,,
Mideast conflict has some Democrats in Michigan turning away from Harris,"The Israel-Hamas war is a major vulnerability for Vice President Kamala Harris, with some uncommitted Democratic voters considering leaving the presidential box on their ballots blank.",https://www.cbsnews.com/news/mideast-conflict-has-some-democrats-in-michigan-turning-away-from-harris/,Kamala campaign,,
Election 2024 live updates amid tight Harris-Trump polls in final campaign stretch,"Follow live as Vice President Kamala Harris and former President Donald Trump enter the final weekend of the campaign in the 2024 election, as polls remain tight.",https://www.cbsnews.com/live-updates/election-2024-final-weekend-push/,Candidates' stances,,
"""Three Meals"": Pennsylvania voters voice key concerns","In Pennsylvania, where electoral votes could tip the scale, voters discuss issues shaping their decisions in this unpredictable race between Kamala Harris and Donald Trump.",https://www.cbsnews.com/video/three-meals-pennsylvania-voters-voice-key-concerns/,Candidates’ stances,,
"Biden, Trump to meet in Oval Office on Wednesday",President-elect Donald Trump will meet with President Joe Biden on Wednesday after Trump defeated Kamala Harris in the race for U.S. president.,https://www.cbsnews.com/news/biden-trump-meet-oval-office/,2024 election results,,
Harris focuses on Nikki Haley's primary voters in closing weeks of campaign,Among the voters Kamala Harris is pursuing in the final weeks of the 2024 campaign are those who voted for Nikki Haley over Trump in the GOP primaries.,https://www.cbsnews.com/news/harris-michigan-nikki-haley-primary-voters/,Kamala campaign,,
Former Capitol police officers emerge as busy Harris campaign surrogates,"Former law enforcement officers who defended the Capitol during the Jan. 6, 2021 riot have been helping the campaigns of Kamala Harris and other Democrats this fall.",https://www.cbsnews.com/news/capitol-police-officers-harris-campaign-surrogates/,Endorsement - K,,
"Harris speech at Ellipse to offer ""a different path"" than Trump","Vice President Kamala Harris will deliver remarks at the same spot Trump inspired his supporters to march to Capitol on Jan. 6, 2021.",https://www.cbsnews.com/news/kamala-harris-speech-ellipse-donald-trump-2024-election/,Kamala campaign,,
How Trump and Harris' health care stances and policy plans compare,A look at Kamala Harris and Donald Trump's stances on health care and what they've said about health care policy going into 2024 presidential election.,https://www.cbsnews.com/news/trump-harris-health-care-2024/,Candidates' stances,,
"Harris ""strongly"" disagrees with criticism of people ""based on who they vote for,"" after Biden's ""garbage"" comment","In response to a question about Biden's ""garbage"" comment, Kamala Harris said she ""strongly"" disagrees with ""any criticism of people based on who they vote for.""",https://www.cbsnews.com/news/harris-responds-biden-garbage-comment/,Kamala campaign,,
"Harris says election will ""decide fate of our nation for generations to come""","Vice President Kamala Harris, who campaigned in the Delaware Valley last week, spoke at a Philadelphia church Sunday morning before holding a rally later tonight.",https://www.cbsnews.com/philadelphia/news/kamala-harris-philadelphia-campaign-rally/,Kamala campaign,,
How does the Electoral College work?,Kamala Harris or Donald Trump will need to secure at least 270 votes in the Electoral College to win the 2024 presidential election.,https://www.cbsnews.com/news/how-electoral-college-works/,General news,,
How Black voter turnout could impact the 2024 presidential race,Both Vice President Kamala Harris and former President Donald Trump have been vying to gain Black voters' support as Election Day 2024 unfolds.,https://www.cbsnews.com/news/black-voter-turnout-2024-presidential-race-trump-harris/,2024 election prediction - close,,
"Harris makes surprise appearance on ""Saturday Night Live""","Vice President Kamala Harris made a surprise appearance on ""Saturday Night Live,"" playing herself as the mirror-image double of Maya Rudolph's version of her.",https://www.cbsnews.com/news/harris-surprise-appearance-saturday-night-live/,Kamala campaign,,
Wisconsin live election results for the 2024 presidential race,"Wisconsin is a key battleground state in the 2024 presidential election between Kamala Harris and Donald Trump, with 10 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/wisconsin-election-results-2024/,2024 election live updates - close,,
Michigan live election results for the 2024 presidential race,"Michigan is a key battleground state in the 2024 presidential election between Kamala Harris and Donald Trump, with 15 electoral votes at stake. See live results here.",https://www.cbsnews.com/live-updates/michigan-election-results-2024/,2024 election live updates - close,,
Biden lays wreath at the Tomb of the Unknown Soldier to honor Veterans Day,President Biden and Vice President Kamala Harris were at Arlington National Cemetery Monday to participate in a wreath-laying ceremony at the Tomb of the Unknown Soldier in observance of Veterans Day. CBS News chief White House correspondent Nancy Cordes prov…,https://www.cbsnews.com/video/biden-lays-wreath-at-the-tomb-of-the-unknown-soldier-to-honor-veterans-day/,VP role,,
What this MAGA pundit's 'middle finger' rallying cry suggests about some Trump voters,It’s hard to know what feels worse: Trump’s shocking 2016 win over Hillary Clinton or his win over Kamala Harris on Election Day.,https://www.msnbc.com/opinion/msnbc-opinion/men-donald-trump-chaos-voters-election-results-rcna179412,2024 election results,,
AOC asked voters who ticked the box for her and Trump why they did it. The responses were revelatory.,Alexandria Ocasio-Cortez performed better than Kamala Harris in districts where voters appeared to approach the ballot with an a la carte sensibility.,https://www.msnbc.com/opinion/msnbc-opinion/aoc-trump-democrats-listen-voters-rcna179762,2024 election results,,
Ask Jordan: How could the election affect Trump's criminal cases?,"Donald Trump's federal criminal cases will likely go away if he's elected president, but if Kamala Harris wins, there are a number of possibilities.",https://www.msnbc.com/deadline-white-house/deadline-legal-blog/trump-criminal-cases-election-ask-jordan-rcna177256,2024 election prediction - T,,
"On economic and business interests, isn't the 2024 choice obvious?","Plenty of voters' sole focus is on the economy, business interests, and their own wallets. For them, Kamala Harris should have a sizable 2024 advantage.",https://www.msnbc.com/rachel-maddow-show/maddowblog/economic-business-interests-isnt-2024-choice-obvious-rcna176174,Kamala campaign,,
Kamala Harris' birthday is shattering stereotypes — and making Trump seem even older,"Happy birthday, Kamala Harris. Donal Trump's age and fatigue makes him seem too old to be president. But Mika Brzezinski argues Harris makes 60 looks young.",https://www.msnbc.com/opinion/msnbc-opinion/happy-birthday-kamala-harris-women-60-rcna176153,Endorsement - K,,
The irony of Trump accusing Harris of having ‘the plans of a simpleton’,"As Donald Trump accuses Kamala Harris of having ""the plans of a simpleton,"" the phrase ""every accusation is a confession"" comes to mind.",https://www.msnbc.com/rachel-maddow-show/maddowblog/irony-trump-accusing-harris-plans-simpleton-rcna178215,Trump campaign,,
"A tale of two closing messages: Harris offers patriotism, rejects Trump’s ‘chaos’","As Trump slams the country as a ""garbage can,"" Kamala Harris declared at the Ellipse, ""The United States of America is the greatest idea humanity ever devised.”",https://www.msnbc.com/rachel-maddow-show/maddowblog/tale-two-closing-messages-harris-offers-patriotism-rejects-trumps-chao-rcna177986,Kamala campaign,,
Donald Trump should not be this close to the presidency again,"As people vote for president on Election Day 2024, Donald Trump could win against Kamala Harris. despite his many indictments, conviction, and campaign mistakes",https://www.msnbc.com/opinion/msnbc-opinion/trump-campaign-win-election-day-polls-rcna177625,2024 election prediction - close,,
Kamala Harris and this Election Day represent the promise of Howard University,"It is only fitting that Vice President Kamala Harris, who graduated from Howard University, will be there Election Night to watch returns.",https://www.msnbc.com/opinion/msnbc-opinion/kamala-harris-howard-university-election-headquarters-rcna176696,Kamala campaign,,
Trump is returning to the White House. These are some of the things we can expect.,"Latest 2024 election results: Donald Trump has defeated Kamala Harris to win a second presidential term, NBC News projects. Now what? We already know.",https://www.msnbc.com/opinion/msnbc-opinion/donald-trump-wins-kamala-harris-loses-fight-continues-rcna178544,2024 election results,,
Trump has been re-elected. But now we know exactly who he is.,"Donald Trump has won, defeating Kamala Harris. Now, millions of worried Americans have one question on their minds: What comes next?",https://www.msnbc.com/opinion/msnbc-opinion/trump-wins-presidential-election-what-now-rcna178482,2024 election results,,
A few things I wish I had seen coming,"Donald Trump's election day result wasn't what Kamala Harris hoped for. As Democrats untangle where it went wrong, don't ignore the voters who didn't show up.",https://www.msnbc.com/inside-with-jen-psaki/trump-defeated-harris-what-happens-now-rcna179411,2024 election results,,
Harris and Trump push different kinds of closing messages with 3 weeks to go,"In a toss-up race, Kamala Harris is going to great lengths to reach out beyond her party’s base. Donald Trump’s approach is ... different.",https://www.msnbc.com/rachel-maddow-show/maddowblog/harris-trump-push-different-kinds-closing-messages-3-weeks-go-rcna175272,,,
I'm a lifelong Wisconsin conservative. Here's why I just endorsed Kamala Harris.,I'm a Wisconsin Republicans. Here's why I'm voting for Kamala Harris over Donald Trump — and why Mike Pence and Mitt Romney could learn from Liz Cheney.,https://www.msnbc.com/opinion/msnbc-opinion/wisconsin-republican-endorsing-kamala-harris-donald-trump-rcna175321,,,
How Trump convinced a conservative evangelical pastor to vote for Kamala Harris,"Kamala Harris has the character, competence and capacity that makes a conservative evangelical pastor like me choose her over the habitually lying Donald Trump.",https://www.msnbc.com/opinion/msnbc-opinion/evangelical-abortion-same-sex-marriage-harris-rcna178294,,,
Some on the right unravel over women who support Harris in secret,Some prominent conservatives sure do seem worked up by the idea that many American women might be secret Kamala Harris supporters.,https://www.msnbc.com/rachel-maddow-show/maddowblog/right-unravel-women-support-harris-secret-rcna178831,,,
The Democrats' Black voter crisis is overblown,"Kamala Harris is not at risk of losing huge number of Black men to Donald Trump if you look at the right polls and trends, political scientists say.",https://www.msnbc.com/opinion/msnbc-opinion/harris-black-men-voters-trump-polls-rcna175807,,,
The list of Harris’ Republican backers adds some striking new names,The growing number of prominent Republicans backing Kamala Harris know that they face possible retaliation from Donald Trump. They're doing it anyway.,https://www.msnbc.com/rachel-maddow-show/maddowblog/list-harris-republican-backers-adds-striking-new-names-rcna177068,,,
Harris goes on offensive after Trump says he’s the ‘father of IVF’,"Donald Trump's spokesperson said it was a ""joke"" when he claimed to be the ""father of IVF."" Kamala Harris clearly didn't find it funny.",https://www.msnbc.com/rachel-maddow-show/maddowblog/harris-goes-offensive-trump-says-s-father-ivf-rcna175912,,,
The Electoral College isn't worth saving — even if it blocks a Trump win,Polls suggest Donald Trump could win the popular vote but lose the Electoral College to Kamala Harris. That doesn't make the electoral map any more democratic.,https://www.msnbc.com/opinion/msnbc-opinion/trump-harris-polls-swing-states-electoral-college-rcna177278,,,
Republicans are worried about women voters. Evidence suggests they should be.,"This week, right-wingers lost their minds over women voting for Kamala Harris — and the mere idea of women being allowed to cast votes for whomever they choose.",https://www.msnbc.com/the-reidout/reidout-blog/women-female-voters-trump-harris-abortion-election-rcna178453,,,
The stunning inequality that keeps Trump’s campaign competitive,It's unlikely that either Donald Trump or Kamala Harris will be routed Tuesday. The Electoral College and billionaire support has particularly helped Trump.,https://www.msnbc.com/opinion/msnbc-opinion/2024-election-polls-trump-harris-close-rcna178483,,,
'Dead heat': Trump pulls even with Harris in NBC News poll,"Donald Trump and Kamala Harris are deadlocked in the latest national NBC News poll, with Trump bolstered by Republicans coming back home to support him after last month’s rough debate and a subsequent polling deficit, as well as by a favorable voter assessmen…",https://www.nbcnews.com/politics/2024-election/dead-heat-trump-pulls-even-harris-nbc-news-poll-rcna174201,,,
"Women drive big advantage for Harris among young voters, with men divided in the latest poll","Half of registered voters under 30 years old plan to vote for Vice President Kamala Harris and one-third are lining up with former President Donald Trump — relatively unchanged from a previous survey in August, according to the new NBC News Stay Tuned Gen Z P…",https://www.nbcnews.com/politics/2024-election/poll-women-drive-big-advantage-harris-young-voters-men-divided-rcna176321,,,
Harris spars with Fox News host and says she would not be a 'continuation' of Biden,"In a combative interview with Fox News, Kamala Harris said in the most emphatic terms to date that, if she wins the election, she would pursue an independent presidency that would not be a repeat of President Joe Biden’s nearly four years in office.",https://www.nbcnews.com/politics/2024-election/harris-spars-fox-news-host-says-not-continuation-biden-rcna175742,,,
Sen. Lindsey Graham to Republicans supporting Harris: ‘What the hell are you doing?’,"South Carolina GOP Sen. Lindsey Graham on Sunday slammed members of his own party who are supporting Vice President Kamala Harris' presidential bid, telling them, ""What the hell are you doing?"" ""You're supporting the most radical nominee in the history of Ame…",https://www.nbcnews.com/politics/2024-election/lindsey-graham-republicans-supporting-harris-hell-are-you-doing-rcna176277,,,
"Harris campaign hits key states, Trump to rally in Wisconsin","Vice President Kamala Harris is campaigning in three key states a day after delivering what her campaign billed as her closing argument in a speech yesterday in Washington D.C. First, the vice president will deliver remarks in Raleigh, North Carolina, in the …",https://www.nbcnews.com/politics/2024-election/live-blog/kamala-harris-donald-trump-rally-election-live-updates-rcna177529,,,
South Asian Americans disappointed after ramping up for Harris win — but are also proud of her,"After feeling like they were on the precipice of history, many South Asian Americans say they’re heartbroken following Vice President Kamala Harris’ loss in the 2024 presidential race, but are looking back on her ascent in politics with pride for their commun…",https://www.nbcnews.com/news/asian-america/south-asian-americans-feel-both-grief-pride-ramping-harris-win-rcna179008,,,
What to watch for on Election Day as Harris and Trump face off,The race between Donald Trump and Kamala Harris could hinge on a coin flip. Control of Congress is also up for grabs.,https://www.businessinsider.com/what-to-watch-for-election-day-harris-trump-congress-2024-11,,,
"""Three Meals"": Arizona voters weigh in on immigration","Ed O'Keefe speaks with Arizona voters about immigration, just two weeks ahead of the election. Polling shows a close race between Donald Trump and Kamala Harris, with few undecided voters on this key issue.",https://www.cbsnews.com/video/three-meals-arizona-voters-weigh-in-on-immigration/,,,
Harris and Obama campaign together for first time,"Former President Barack Obama introduced Vice President Kamala Harris at a campaign rally in Atlanta, Georgia, on Thursday night, marking the first time they have campaigned together. CBS News congressional correspondent Nikole Killion reports.",https://www.cbsnews.com/video/harris-obama-campaign-together-first-time/,,,
"""Veep"" creator on comparisons between Kamala Harris and Veep's Selina Meyers","From the moment Kamala Harris became the Democratic nominee, fans of the hit HBO show ""Veep"" drew comparisons to lead character Selina Meyer. But one person who isn't laughing at the comparison is the show's creator, Armando Iannucci.",https://www.cbsnews.com/video/veep-creator-on-comparisons-between-kamala-harris-and-veeps-selina-meyers/,,,
Trump campaigns in Pennsylvania while Harris holds events in Georgia,"Former President Donald Trump campaigned in Pennsylvania on Sunday, serving McDonald's fries to supporters outside of Philadelphia. Vice President Kamala Harris meanwhile attended church with Stevie Wonder in Georgia. Caitlin Huey-Burns reports.",https://www.cbsnews.com/video/trump-campaigns-in-pennsylvania-while-harris-holds-events-in-georgia/,,,
Liz Cheney hits Harris campaign trail in bid for Republican battleground voters,"Vice President Kamala Harris is courting disaffected Republican voters by hitting the trail with Liz Cheney in the crucial blue wall states of Pennsylvania, Michigan and Wisconsin. Nancy Cordes has more.",https://www.cbsnews.com/video/liz-cheney-hits-harris-campaign-trail-in-bid-for-republican-battleground-voters/,,,
"How Trump, Harris are doing in battleground states that could decide election",Former President Donald Trump and Vice President Kamala Harris are participating in town halls in battleground states Wednesday where a close race remains for both candidates. CBS News' Nikole Killion reports.,https://www.cbsnews.com/video/latest-poll-on-trump-harris-in-battleground-stateshow-trump-harris-are-doing-in-battleground-states-that-could-decide-election/,,,
Harris campaign co-chair on strategy heading into Election Day,"Election Day is 12 days away. So what is Vice President Kamala Harris' strategy over the coming days? Mitch Landrieu, co-chair of the Harris-Walz campaign, joins ""America Decides"" to discuss.",https://www.cbsnews.com/video/harris-campaign-co-chair-strategy-heading-into-election-day/,,,
Kamala Harris turns to her faith in outreach to Black voters,"As part of a faith outreach, Vice President Kamala Harris appeared at two Atlanta churches last Sunday, and she told CNN that she was ""raised to believe in a loving God.""",https://www.cbsnews.com/news/kamala-harris-faith-black-voter-outreach/,,,
Kemp discusses relationship with Trump as tight Georgia race against Harris remains,Georgia Gov. Brian Kemp is weighing in on his relationship with Donald Trump as efforts from the former president's campaign and Vice President Kamala Harris' campaign to swing Georgia ramp up. CBS News' Nikole Killion reports.,https://www.cbsnews.com/video/kemp-discusses-relationship-with-trump-as-tight-georgia-race-against-harris-remains/,,,
Johnson says Harris is lying over his Affordable Care Act plans if Trump wins,House Speaker Mike Johnson is rebuking Vice President Kamala Harris' comments about the future of the Affordable Care Act if former President Donald Trump becomes president again. CBS News' Nikole Killion reports.,https://www.cbsnews.com/video/johnson-says-harris-is-lying-over-his-affordable-care-act-plans-if-trump-wins/,,,
"Why Harris needs Latino voters in Arizona, Nevada",Vice President Kamala Harris is visiting Arizona and Nevada where Latino voters could help her campaign win both battleground states. CBS News' Nidia Cavazos breaks down the influence of Latino voters in the West.,https://www.cbsnews.com/video/why-harris-needs-latino-voters-in-arizona-nevada/,,,
Concerns over 2024 election betting,"New data shows more than $100 million has been legally wagered on the Kamala Harris and Donald Trump presidential race. Koleman Strumpf, the Burchfield Presidential Chair of Political Economy at Wake Forrest University, joins CBS News with more.",https://www.cbsnews.com/video/concerns-over-2024-election-betting/,,,
Harris campaign tries to get more Black male voter support before Election Day,"Vice President Kamala Harris' campaign is doing more for support among Black male voters. Khalil Thompson, the executive director of Win With Black Men, joins CBS News with more on the efforts.",https://www.cbsnews.com/video/harris-campaign-tries-to-get-more-black-male-voter-support-before-election-day/,,,
Kamala Harris trying to appeal to young voters in final election push,"Vice President Kamala Harris was back in Michigan Monday night where she made a special appeal to young voters, but was also interrupted by a group protesting the war in Gaza. CBS News campaign reporter Nidia Cavazos has more.",https://www.cbsnews.com/video/kamala-harris-trying-to-appeal-to-young-voters-in-final-election-push/,,,
"Harris leading among older voters in Michigan and Wisconsin, exit polls show","Vice President Kamala Harris is leading former President Donald Trump among older voters in Michigan and Wisconsin, exit polls show. CBS News chief political analyst John Dickerson digs through the data.",https://www.cbsnews.com/video/harris-leading-among-older-voters-michigan-wisconsin-exit-polls/,,,
Eye Opener: Vice President Harris concedes presidential race,"Vice President Kamala Harris conceded the presidential race to Donald Trump on Wednesday. Meanwhile, raging wildfires force thousands from their homes near Los Angeles as a brutal fire season continues. All that and all that matters in today's Eye Opener.",https://www.cbsnews.com/video/eye-opener-vice-president-harris-concedes-presidential-race/,,,
"Durbin on Election Day 2024, Harris campaign final message",Illinois Democrat Sen. Dick Durbin tells CBS News he is confident in Vice President Kamala Harris' campaign efforts. Durbin also weighed in on some key Senate races that could impact the balance of power in Capitol Hill.,https://www.cbsnews.com/video/durbin-on-election-day-2024-harris-campaign-final-message/,,,
"How the Trump, Harris campaigns are feeling on Election Day 2024",The campaigns for Vice President Kamala Harris and former President Donald Trump have positive feelings about Election Day 2024. CBS News campaign reporter Jake Rosen and senior White House correspondent Weijia Jiang break down the campaign reactions.,https://www.cbsnews.com/video/how-the-trump-harris-campaigns-are-feeling-on-election-day-2024/,,,
